YEAR,OCC1950,MARST,mariageStatusCount,Count,percent,MaritalStatus,Profession
2009,470,5,461,11844,3.892266126,Widowed,Real estate agents and brokers
2009,470,6,1406,11844,11.87098953,Never married/single,Real estate agents and brokers
2010,470,1,7533,11143,67.60297945,"Married, spouse present",Real estate agents and brokers
2010,470,2,127,11143,1.139728978,"Married, spouse absent",Real estate agents and brokers
2010,470,3,181,11143,1.62433815,Separated,Real estate agents and brokers
2010,470,4,1531,11143,13.73956744,Divorced,Real estate agents and brokers
2010,470,5,444,11143,3.9845643,Widowed,Real estate agents and brokers
2010,470,6,1327,11143,11.90882168,Never married/single,Real estate agents and brokers
2011,470,1,6656,10051,66.22226644,"Married, spouse present",Real estate agents and brokers
2011,470,2,134,10051,1.333200677,"Married, spouse absent",Real estate agents and brokers
2011,470,3,166,10051,1.651576958,Separated,Real estate agents and brokers
2011,470,4,1445,10051,14.37667894,Divorced,Real estate agents and brokers
2011,470,5,427,10051,4.248333499,Widowed,Real estate agents and brokers
2011,470,6,1223,10051,12.16794349,Never married/single,Real estate agents and brokers
2012,470,1,7027,10475,67.08353222,"Married, spouse present",Real estate agents and brokers
2012,470,2,123,10475,1.174224344,"Married, spouse absent",Real estate agents and brokers
2012,470,3,156,10475,1.489260143,Separated,Real estate agents and brokers
2012,470,4,1448,10475,13.82338902,Divorced,Real estate agents and brokers
2012,470,5,477,10475,4.553699284,Widowed,Real estate agents and brokers
2012,470,6,1244,10475,11.87589499,Never married/single,Real estate agents and brokers
2013,470,1,7010,10552,66.43290371,"Married, spouse present",Real estate agents and brokers
2013,470,2,162,10552,1.53525398,"Married, spouse absent",Real estate agents and brokers
2013,470,3,132,10552,1.250947688,Separated,Real estate agents and brokers
2013,470,4,1472,10552,13.94996209,Divorced,Real estate agents and brokers
2013,470,5,469,10552,4.444655042,Widowed,Real estate agents and brokers
2013,470,6,1307,10552,12.38627748,Never married/single,Real estate agents and brokers
2014,470,1,7208,10882,66.23782393,"Married, spouse present",Real estate agents and brokers
2014,470,2,178,10882,1.635728726,"Married, spouse absent",Real estate agents and brokers
2014,470,3,157,10882,1.442749495,Separated,Real estate agents and brokers
2014,470,4,1506,10882,13.83936776,Divorced,Real estate agents and brokers
2014,470,5,428,10882,3.933100533,Widowed,Real estate agents and brokers
2014,470,6,1405,10882,12.91122955,Never married/single,Real estate agents and brokers
2015,470,1,7406,11145,66.45132346,"Married, spouse present",Real estate agents and brokers
2015,470,2,179,11145,1.606101391,"Married, spouse absent",Real estate agents and brokers
2015,470,3,143,11145,1.283086586,Separated,Real estate agents and brokers
2015,470,4,1551,11145,13.91655451,Divorced,Real estate agents and brokers
2015,470,5,436,11145,3.912068192,Widowed,Real estate agents and brokers
2015,470,6,1430,11145,12.83086586,Never married/single,Real estate agents and brokers
2016,470,1,7816,11664,67.00960219,"Married, spouse present",Real estate agents and brokers
2016,470,2,150,11664,1.28600823,"Married, spouse absent",Real estate agents and brokers
2016,470,3,159,11664,1.363168724,Separated,Real estate agents and brokers
2016,470,4,1616,11664,13.85459534,Divorced,Real estate agents and brokers
2016,470,5,446,11664,3.823731139,Widowed,Real estate agents and brokers
2016,470,6,1477,11664,12.66289438,Never married/single,Real estate agents and brokers
2017,470,1,7812,11885,65.72991165,"Married, spouse present",Real estate agents and brokers
2017,470,2,178,11885,1.497686159,"Married, spouse absent",Real estate agents and brokers
2017,470,3,150,11885,1.262095078,Separated,Real estate agents and brokers
2017,470,4,1677,11885,14.11022297,Divorced,Real estate agents and brokers
2017,470,5,516,11885,4.341607068,Widowed,Real estate agents and brokers
2017,470,6,1552,11885,13.05847707,Never married/single,Real estate agents and brokers
2018,470,1,8180,12341,66.2831213,"Married, spouse present",Real estate agents and brokers
2018,470,2,204,12341,1.653026497,"Married, spouse absent",Real estate agents and brokers
2018,470,3,144,12341,1.166842233,Separated,Real estate agents and brokers
2018,470,4,1648,12341,13.35386111,Divorced,Real estate agents and brokers
2018,470,5,485,12341,3.929989466,Widowed,Real estate agents and brokers
2018,470,6,1680,12341,13.61315939,Never married/single,Real estate agents and brokers
2019,470,1,8788,13211,66.52032397,"Married, spouse present",Real estate agents and brokers
2019,470,2,198,13211,1.498751041,"Married, spouse absent",Real estate agents and brokers
2019,470,3,129,13211,0.976459011,Separated,Real estate agents and brokers
2019,470,4,1795,13211,13.58716221,Divorced,Real estate agents and brokers
2019,470,5,555,13211,4.201044584,Widowed,Real estate agents and brokers
2019,470,6,1746,13211,13.21625918,Never married/single,Real estate agents and brokers
1880,480,2,1,1,100,"Married, spouse absent",Stock and bond salesmen
1900,480,1,9,12,75,"Married, spouse present",Stock and bond salesmen
1900,480,6,3,12,25,Never married/single,Stock and bond salesmen
1910,480,1,30,55,54.54545455,"Married, spouse present",Stock and bond salesmen
1910,480,2,2,55,3.636363636,"Married, spouse absent",Stock and bond salesmen
1910,480,4,1,55,1.818181818,Divorced,Stock and bond salesmen
1910,480,5,2,55,3.636363636,Widowed,Stock and bond salesmen
1910,480,6,20,55,36.36363636,Never married/single,Stock and bond salesmen
1920,480,1,103,169,60.94674556,"Married, spouse present",Stock and bond salesmen
1920,480,2,4,169,2.366863905,"Married, spouse absent",Stock and bond salesmen
1920,480,4,4,169,2.366863905,Divorced,Stock and bond salesmen
1920,480,5,3,169,1.775147929,Widowed,Stock and bond salesmen
1920,480,6,55,169,32.5443787,Never married/single,Stock and bond salesmen
1930,480,1,1076,1716,62.7039627,"Married, spouse present",Stock and bond salesmen
1930,480,2,71,1716,4.137529138,"Married, spouse absent",Stock and bond salesmen
1930,480,4,39,1716,2.272727273,Divorced,Stock and bond salesmen
1930,480,5,59,1716,3.438228438,Widowed,Stock and bond salesmen
1930,480,6,471,1716,27.44755245,Never married/single,Stock and bond salesmen
1940,480,1,160,247,64.77732794,"Married, spouse present",Stock and bond salesmen
1940,480,2,3,247,1.214574899,"Married, spouse absent",Stock and bond salesmen
1940,480,4,12,247,4.858299595,Divorced,Stock and bond salesmen
1940,480,5,2,247,0.809716599,Widowed,Stock and bond salesmen
1940,480,6,70,247,28.34008097,Never married/single,Stock and bond salesmen
1950,480,1,114,149,76.51006711,"Married, spouse present",Stock and bond salesmen
1950,480,3,3,149,2.013422819,Separated,Stock and bond salesmen
1950,480,4,2,149,1.342281879,Divorced,Stock and bond salesmen
1950,480,5,2,149,1.342281879,Widowed,Stock and bond salesmen
1950,480,6,28,149,18.79194631,Never married/single,Stock and bond salesmen
1960,480,1,1171,1526,76.73656619,"Married, spouse present",Stock and bond salesmen
1960,480,2,16,1526,1.048492792,"Married, spouse absent",Stock and bond salesmen
1960,480,3,7,1526,0.458715596,Separated,Stock and bond salesmen
1960,480,4,40,1526,2.621231979,Divorced,Stock and bond salesmen
1960,480,5,58,1526,3.80078637,Widowed,Stock and bond salesmen
1960,480,6,234,1526,15.33420708,Never married/single,Stock and bond salesmen
1970,480,1,1777,2227,79.7934441,"Married, spouse present",Stock and bond salesmen
1970,480,2,17,2227,0.763358779,"Married, spouse absent",Stock and bond salesmen
1970,480,3,21,2227,0.942972609,Separated,Stock and bond salesmen
1970,480,4,70,2227,3.14324203,Divorced,Stock and bond salesmen
1970,480,5,50,2227,2.245172878,Widowed,Stock and bond salesmen
1970,480,6,292,2227,13.11180961,Never married/single,Stock and bond salesmen
1980,480,1,4938,7175,68.82229965,"Married, spouse present",Stock and bond salesmen
1980,480,2,58,7175,0.808362369,"Married, spouse absent",Stock and bond salesmen
1980,480,3,117,7175,1.630662021,Separated,Stock and bond salesmen
1980,480,4,610,7175,8.50174216,Divorced,Stock and bond salesmen
1980,480,5,117,7175,1.630662021,Widowed,Stock and bond salesmen
1980,480,6,1335,7175,18.60627178,Never married/single,Stock and bond salesmen
1990,480,1,9762,15095,64.67042067,"Married, spouse present",Stock and bond salesmen
1990,480,2,129,15095,0.854587612,"Married, spouse absent",Stock and bond salesmen
1990,480,3,211,15095,1.397813846,Separated,Stock and bond salesmen
1990,480,4,1238,15095,8.201391189,Divorced,Stock and bond salesmen
1990,480,5,227,15095,1.503809208,Widowed,Stock and bond salesmen
1990,480,6,3528,15095,23.37197748,Never married/single,Stock and bond salesmen
2000,480,1,20238,31974,63.29517733,"Married, spouse present",Stock and bond salesmen
2000,480,2,450,31974,1.407393507,"Married, spouse absent",Stock and bond salesmen
2000,480,3,427,31974,1.335460061,Separated,Stock and bond salesmen
2000,480,4,2966,31974,9.276286983,Divorced,Stock and bond salesmen
2000,480,5,420,31974,1.313567273,Widowed,Stock and bond salesmen
2000,480,6,7473,31974,23.37211484,Never married/single,Stock and bond salesmen
2001,480,1,2023,3106,65.13200258,"Married, spouse present",Stock and bond salesmen
2001,480,2,25,3106,0.804893754,"Married, spouse absent",Stock and bond salesmen
2001,480,3,39,3106,1.255634256,Separated,Stock and bond salesmen
2001,480,4,278,3106,8.950418545,Divorced,Stock and bond salesmen
2001,480,5,38,3106,1.223438506,Widowed,Stock and bond salesmen
2001,480,6,703,3106,22.63361236,Never married/single,Stock and bond salesmen
2002,480,1,1839,2807,65.51478447,"Married, spouse present",Stock and bond salesmen
2002,480,2,22,2807,0.783754898,"Married, spouse absent",Stock and bond salesmen
2002,480,3,34,2807,1.21125757,Separated,Stock and bond salesmen
2002,480,4,275,2807,9.796936231,Divorced,Stock and bond salesmen
2002,480,5,37,2807,1.318133238,Widowed,Stock and bond salesmen
2002,480,6,600,2807,21.37513359,Never married/single,Stock and bond salesmen
2003,480,1,2117,3200,66.15625,"Married, spouse present",Stock and bond salesmen
2003,480,2,45,3200,1.40625,"Married, spouse absent",Stock and bond salesmen
2003,480,3,28,3200,0.875,Separated,Stock and bond salesmen
2003,480,4,308,3200,9.625,Divorced,Stock and bond salesmen
2003,480,5,48,3200,1.5,Widowed,Stock and bond salesmen
2003,480,6,654,3200,20.4375,Never married/single,Stock and bond salesmen
2004,480,1,2232,3252,68.63468635,"Married, spouse present",Stock and bond salesmen
2004,480,2,24,3252,0.73800738,"Married, spouse absent",Stock and bond salesmen
2004,480,3,38,3252,1.168511685,Separated,Stock and bond salesmen
2004,480,4,285,3252,8.763837638,Divorced,Stock and bond salesmen
2004,480,5,26,3252,0.799507995,Widowed,Stock and bond salesmen
2004,480,6,647,3252,19.89544895,Never married/single,Stock and bond salesmen
2005,480,1,5374,7917,67.87924719,"Married, spouse present",Stock and bond salesmen
2005,480,2,74,7917,0.934697486,"Married, spouse absent",Stock and bond salesmen
2005,480,3,103,7917,1.300997853,Separated,Stock and bond salesmen
2005,480,4,725,7917,9.157509158,Divorced,Stock and bond salesmen
2005,480,5,86,7917,1.086270052,Widowed,Stock and bond salesmen
2005,480,6,1555,7917,19.64127826,Never married/single,Stock and bond salesmen
2006,480,1,5409,8067,67.05094831,"Married, spouse present",Stock and bond salesmen
2006,480,2,92,8067,1.140448742,"Married, spouse absent",Stock and bond salesmen
2006,480,3,72,8067,0.892525102,Separated,Stock and bond salesmen
2006,480,4,753,8067,9.334325028,Divorced,Stock and bond salesmen
2006,480,5,86,8067,1.06607165,Widowed,Stock and bond salesmen
2006,480,6,1655,8067,20.51568117,Never married/single,Stock and bond salesmen
2007,480,1,5411,8020,67.46882793,"Married, spouse present",Stock and bond salesmen
2007,480,2,97,8020,1.209476309,"Married, spouse absent",Stock and bond salesmen
2007,480,3,105,8020,1.309226933,Separated,Stock and bond salesmen
2007,480,4,694,8020,8.653366584,Divorced,Stock and bond salesmen
2007,480,5,97,8020,1.209476309,Widowed,Stock and bond salesmen
2007,480,6,1616,8020,20.14962594,Never married/single,Stock and bond salesmen
2008,480,1,5278,7821,67.48497635,"Married, spouse present",Stock and bond salesmen
2008,480,2,88,7821,1.125175809,"Married, spouse absent",Stock and bond salesmen
2008,480,3,96,7821,1.227464519,Separated,Stock and bond salesmen
2008,480,4,701,7821,8.963048204,Divorced,Stock and bond salesmen
2008,480,5,90,7821,1.150747986,Widowed,Stock and bond salesmen
2008,480,6,1568,7821,20.04858714,Never married/single,Stock and bond salesmen
2009,480,1,5026,7417,67.7632466,"Married, spouse present",Stock and bond salesmen
2009,480,2,68,7417,0.916812728,"Married, spouse absent",Stock and bond salesmen
2009,480,3,77,7417,1.038155589,Separated,Stock and bond salesmen
2009,480,4,651,7417,8.777133612,Divorced,Stock and bond salesmen
2009,480,5,97,7417,1.307806391,Widowed,Stock and bond salesmen
2009,480,6,1498,7417,20.19684509,Never married/single,Stock and bond salesmen
2010,480,1,4905,7222,67.91747438,"Married, spouse present",Stock and bond salesmen
2010,480,2,84,7222,1.163112711,"Married, spouse absent",Stock and bond salesmen
2010,480,3,84,7222,1.163112711,Separated,Stock and bond salesmen
2010,480,4,649,7222,8.986430352,Divorced,Stock and bond salesmen
2010,480,5,94,7222,1.30157851,Widowed,Stock and bond salesmen
2010,480,6,1406,7222,19.46829133,Never married/single,Stock and bond salesmen
2011,480,1,4540,6690,67.86248132,"Married, spouse present",Stock and bond salesmen
2011,480,2,72,6690,1.076233184,"Married, spouse absent",Stock and bond salesmen
2011,480,3,74,6690,1.10612855,Separated,Stock and bond salesmen
2011,480,4,616,6690,9.207772795,Divorced,Stock and bond salesmen
2011,480,5,90,6690,1.34529148,Widowed,Stock and bond salesmen
2011,480,6,1298,6690,19.40209268,Never married/single,Stock and bond salesmen
2012,480,1,4556,6685,68.1525804,"Married, spouse present",Stock and bond salesmen
2012,480,2,73,6685,1.091997008,"Married, spouse absent",Stock and bond salesmen
2012,480,3,67,6685,1.002243829,Separated,Stock and bond salesmen
2012,480,4,569,6685,8.511593119,Divorced,Stock and bond salesmen
2012,480,5,95,6685,1.421091997,Widowed,Stock and bond salesmen
2012,480,6,1325,6685,19.82049364,Never married/single,Stock and bond salesmen
2013,480,1,4463,6637,67.24423685,"Married, spouse present",Stock and bond salesmen
2013,480,2,89,6637,1.340967305,"Married, spouse absent",Stock and bond salesmen
2013,480,3,59,6637,0.888955854,Separated,Stock and bond salesmen
2013,480,4,582,6637,8.769022149,Divorced,Stock and bond salesmen
2013,480,5,99,6637,1.491637788,Widowed,Stock and bond salesmen
2013,480,6,1345,6637,20.26518005,Never married/single,Stock and bond salesmen
2014,480,1,4494,6684,67.23518851,"Married, spouse present",Stock and bond salesmen
2014,480,2,82,6684,1.226810293,"Married, spouse absent",Stock and bond salesmen
2014,480,3,67,6684,1.002393776,Separated,Stock and bond salesmen
2014,480,4,619,6684,9.260921604,Divorced,Stock and bond salesmen
2014,480,5,95,6684,1.421304608,Widowed,Stock and bond salesmen
2014,480,6,1327,6684,19.85338121,Never married/single,Stock and bond salesmen
2015,480,1,4507,6684,67.42968282,"Married, spouse present",Stock and bond salesmen
2015,480,2,81,6684,1.211849192,"Married, spouse absent",Stock and bond salesmen
2015,480,3,66,6684,0.987432675,Separated,Stock and bond salesmen
